IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2010,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2010,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2010,false,,,,,,,,,,,,,25,,,,,,25,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2010,false,,,,,,,,,,,,,27,,,,,,27,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2010,false,,,,,,,,,,,,,33,,,,,,33,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2010,false,,,,,,,,,,,,,45,,,,,,45,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2010,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2010,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2010,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2010,false,,,,,,,,,,,,,52,,,,,,52,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2010,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2010,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2010,false,,,,,,,,,,,,,65,,,,,,65,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2010,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2010,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2010,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2010,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2010,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2010,false,,,,,,,,,,,,,9,,,,,,9,,,EN,2021-03-22T22:00:00.000Z
