ParentLocation,Location,other_1,other_2,SDG1.a,SDG16.1,SDG3.1_1,SDG3.2_1,SDG3.2_2,SDG3.2_3,SDG3.3_1,SDG3.3_2,SDG3.3_3,SDG3.3_4,SDG3.3_5,SDG3.4_1,SDG3.4_2,SDG3.4_3,SDG3.4_4,SDG3.4_5,SDG3.4_6,SDG3.5,SDG3.6,SDG3.8_1,SDG3.8_2,SDG3.9_1,SDG3.9_3,SDG3.b_1,SDG3.b_2,SDG3.b_3,SDG3.b_4,SDG3.c_1,SDG3.c_2,SDG3.c_3,SDG3.c_4,SDG3.d_1,SDG3.7,SDG3.a,SDG3.1_2,SDG3.b_5
Africa,Mali,60.89,17.08,5.43,11.3,590,145.40150041678245,433.32592386774104,273.27035287579884,0.8270600274701201,56,384.2,4.88,18605778,269.6,15.47652125590442,82.73409280355655,20.25562656293415,4.21,452.08,1.3,23.15,41.43,38,3.23,70.72,7.55,50.315796104824535,76,76,1.4,4.13,0.06,0.11,52.72758076534737,120.32118055515144,12.1,56.398343806127244,77.82352214937481
Europe,Malta,81.65,24.23,15.77,0.87,6,4.662004662004662,6.993006993006993,6.0606060606060606,-0.5647369492620593,13,-64.50839653849886,0.39,2,55.03,41.35198135198135,295.1048951048951,48.22843822843823,5.81,31.51,7.6,5.96,28.57,82,0.15,0.033,1.2981187536724654,86,97,89.29869697785732,33.84723337432152,70.40618274149271,6.272308127279862,7.867140515844369,85,12.6,25.9,99.8,83
Africa,Mauritius,74.14,20.16,9.99,1.59,67,9.429477020602219,15.293185419968305,13.391442155309033,0.49,12,-49.5856719374888,0.61,0,145.4,194.3740095087163,278.6846275752773,67.36925515055468,8.09,91.49,4.3,13.71,41.43,63,1.36,0.59,0.28,92,96,10,21.94,32.76,3.05,4.07,70,24.1,27.6,99.7,39.242046397923346
Americas,Mexico,75.87,21.73,10.75,20.1,34,14.790653912498039,27.690920495530815,23.783910929904344,-0.4863871692158046,22,0.21,0.04,9532039,126.6,82.03151952328682,134.8478908577701,29.717735612356908,5.56,5399.14,5,13.56,54.29,76,0.48,1.06,0.01,98,93,92,46.49,25.1,1.36,6.494097465126837,97,62.5,14.8,98,99
Western Pacific,Micronesia (Federated States of),62.74,14.78,5.64,4.61,90,40.952380952380956,78.0952380952381,64.76190476190476,2.7158272674163806,169,-1.0400208599373286,0.89,70736,163.8,127.14285714285714,319.8095238095238,55.55238095238094,26.98,7.409,2.4,1.81,21.43,47,0.89,3.57,3.65,45,69,63,16.158859505322486,26.238400495708337,2.595905149228529,2.9416653318404125,86,53.3734979965056,30.02065457773083,88.07937589227144,33.77072162592202
Western Pacific,Mongolia,67.61,16.5,6.62,7.14,46,23.851998678559628,47.670961347869174,41.063759497852665,0.02,428,10.776923202394311,1.72,47,210.7,7.882391807069706,305.583085563264,14.367360422860918,20.08,174.75,8.5,16.33,45.71,62,2.87,1.29,6.47,90,99,79.68213631951637,28.59,40.66,2.34,4.125272844826655,75.46338395076971,49.30974198675934,28.4,87.93857533960421,48.042556804068525
Europe,Montenegro,75.27,18.99,11.73964840953254,3.83,6,2.066772655007949,3.6565977742448332,3.179650238473768,0.05,16,-62.74003131114041,0.65,6,99.06,33.9268680445151,745.9459459459459,16.232114467408582,20.81,68.78,11.1,10.68,38.57,68,0.6,0.025,1.84,86,89,83.93637997232813,29.38853655953168,57.40473264225211,5.255891052195459,6.379286031868631,56,10.1,27.538148314818258,97.81302026425813,46.23211173768215
Eastern Mediterranean,Morocco,72.46,18.54,7.29,1.8,72,30.39090625620092,47.79884910848428,40.97854125917737,0.03,103,0,0.45,5064,69.06,27.182016611389855,327.51084275873797,26.30609178785044,7.2,1892.26,0.4,19.69,41.43,70,0.78,1.9,1.92,99,99,98,24.785960107491885,51.896684591874255,4.586663710981217,5.8866715954763364,95,38.1817996987657,15.5,90.79240464802214,60.52575894431613
Africa,Mozambique,55.95,15.29,5.55,4.05,301,112.30358319747477,293.992160671546,217.36792812792672,5.78,361,339.8,3.67,23920538,336.4,25.561066981164803,147.88580942800652,18.051267820597314,13.55,953.36,2.3,31.14,34.29,46,3.9,27.63,8.1,36,88,80,-8.520979900008317,6.79,-1.7228808586117146,-1.704761249497552,54.003865066606835,180,15.4,60.7937097324334,57.31117981449322
South-East Asia,Myanmar,67.58,17.68,3.1,4.06,245,43.2107402855252,89.22189656802496,70.20516214427532,0.26,372,8.27,2.03,39343021,195,43.953862153729794,212.06580315779522,69.66247518199867,3.19,2612.4,1.7,19.87,50,61,1.72,12.62,2.78,86,90,14,6.2,10.34,0.66,3.1551699247955978,84,59.19400097982165,46.8,84.10235823168885,47.639510340965415
Africa,Namibia,62.87,16.99,10.47,18.99,207,56.37096774193548,128.26612903225808,90.80645161290323,4,604,22.12,0.66,1097233,295.9,32.358870967741936,137.3790322580645,30.383064516129032,10.68,79.54,3.3,31.98,35.71,62,2,18.32,3.97,68.54669271949041,85,84,9.364263265891436,20.42,1.5302015706789698,2.0009762036484307,81,63.9,18.3,78.81815238416732,49.21789139245882
South-East Asia,Nepal,69.43,17.83,5.31,2.69,200,42.43522064658593,68.02263395783734,55.77407445744056,0.04,260,0.43,0.31,17552881,150.6,13.35610530310872,121.01921816237106,111.74136562812683,8.54,1068.84,0.5,16.95,48.57,48,1.75,19.83,2.47,25,87,46,13.784678503577954,27.11171441317485,2.429070596809176,3.1772895377243175,72,62.72093923891885,34.3,58,54.115432266710485
Europe,Netherlands,81.28,23.63,15.06,0.68,6,2.6608583034084887,4.120798257491022,3.4967916642138106,0.04,5.9,-84.62339909412181,0.04,38,58.63,17.837169600282568,224.35391770177196,64.72008006122329,11.91,1336.62,9.6,3.82,47.14,86,0.091,0.24,1.3847655238661658,91,95,94,35.47,109.3,5.13,2.15,94,3,24.3,101.67290983261037,53
Western Pacific,New Zealand,81.31,24.28,19.21,1.29,10,3.861832224844454,6.822570263891869,5.642565972967175,0.03,7.3,-70.72709746000527,1.2,0,66.06,18.345848530358293,213.83823213902596,47.45762711864407,12.16,284.83,10.4,7.81,51.43,87,0.13,0.15,1.0608867552809937,89,92,93,31.52,121.3,6.18,6.76,96,16,16,96.5,60
Americas,Nicaragua,74.62,19.91,17.36,9.62,100,25.21951219512195,41.13821138211382,35.1869918699187,0.08,46,2.89,0.14,926646,145.9,46.52032520325203,152.4227642276423,28.94308943089431,4.35,244.13,5,16.12,38.57,73,0.34,2.24,3.58,83.39182667861019,98,98,9.54,14.66,4.60223428735842,5.902458318772267,88,37.94168021186764,21.53090696270544,95,60.39570308454061
Africa,Niger,61.54,16.82,5.69,10.31,530,122.79301504377692,406.0658830358438,234.02505683742078,0.07,93,358.7,6.01,15233885,250.2,14.792241087408696,92.74415904803367,20.055144391234943,5.29,511.41,0.5,26.04,42.86,37,3.53,70.81,3.48,31,80,76,0.43,2.7,0.009,0.012,75,154,8.4,39.1,80.06693773410834
Africa,Nigeria,61.16,17.81,5,9.79,925,143.5469648905855,471.9812893166299,299.4542717350395,0.57,219,293,2.61,128936746,352.5,13.59911823216302,75.57718156890155,11.857626754126565,3.66,4320.7,6.1,21.4,48.57,42,3.56,68.63,2.87,48.81431919428211,53,49,4.49,17.55,0.22,-1.4273853122514213,66,123.75840086532034,5,55.203751002251046,76.53845425005221
Europe,Norway,82.01,24.2,17.55,0.62,3,1.731684110371075,2.9686013320647007,2.3977164605137964,-1.1474176906959663,6.1,-91.10461144963124,0.01,67,54.66,12.89058039961941,214.86203615604188,60.9895337773549,12.61,355.08,7.1,2.72,52.86,87,0.14,0.21,0.22981388220717625,91,96,94,44.98,174.3,8.62,7.81,98,3.9,20.2,99.1,84
Eastern Mediterranean,Oman,72.52,16.68,7.57,0.71,19,10.440677966101694,22.056497175141242,19.1864406779661,0.04,8.9,0,0.44,0,96.25,24.7909604519774,172.54237288135593,8.861016949152543,4.72,124.28,0.8,15.92,55.71,69,0.93,0.046,2.360398119476561,99,99,99,19.25,44.12,2.76,5.4,95,13.5,9.6,98.7,64.87132350685306
Eastern Mediterranean,Pakistan,64.18,16.83,4.12,5.82,143,134.75515390547764,220.27867062105662,181.46198557993407,0.1,268,6.1,2.75,31683212,159.1,38.80271010284519,221.49863097363914,58.28066851963997,9.09,9271.66,0.3,13.55,50,45,1.67,19.59,1.63,67,75,78,9.62,4.87,0.9,2.061085085844607,53,46,21.6,75.44107841793792,59.574466850413536
Americas,Panama,78.72,24.01,21.7,15.2,55,18.591968269707486,32.02776400594943,27.56569162121963,-0.8059227070381871,56,0.21,0.22,453129,111,30.441249380267724,130.86266732771443,32.07734258800198,3.27,144.4,7.6,14.24,44.29,79,0.11,1.9,0.46,93,86,94,15.7,29.86,2.77,1.96,71,79.2,7.6,94.6,77
Western Pacific,Papua New Guinea,64.49,16.33,8.04,10.81,148,65.98639455782313,137.08101422387136,108.88064316635746,0.39,432,162.7,2.24,6528722,224.3,54.37229437229437,169.4990723562152,79.07235621521336,2.95,348.76,2.4,13.9,25.71,40,1.38,16.31,2.92,66.02170813139878,46,20,6.818183922025845,12.15253293353457,1.098119446686014,1.5585919359273062,65.92800644801699,68,21.48000233861691,75.81225456870985,52.62541653559474
Americas,Paraguay,75.56,21.81,16.18,10.32,86,25.353159851301115,45.234200743494426,38.58736059479554,0.18,41,0,0.65,790833,145.5,41.814126394052046,128.87732342007433,26.052044609665426,5.29,238.67,6.7,22.56,45.71,69,0.28,1.46,0.89,87,92,99,24.564731839999816,7.04,4.586695381648418,5.951394881680484,79,39.26403326528643,14,95.5,62
Americas,Peru,79.08,24.03,15.1,9.18,91,12.969723673443697,26.864732170957385,20.796877950525587,0.13,120,6,0.24,2814779,124.1,18.77321080128407,68.7920941650406,18.071379114999687,2.63,913.22,7,13.86,70,77,0.38,1.28,0.48,66,89,86,13.05,21.76,1.85,6.111833521916633,70,53,11,92.4,51
Western Pacific,Philippines,70.3,17.84,7.17,14.77,124,30.8933410762679,64.12504839334107,50.23615950445219,0.1,554,0.29,1.07,49110117,193.9,36.510840108401084,209.6302748741773,42.32094463801781,2.24,4402.98,6.7,12.24,48.57,61,0.21,4.19,0.73,66,84,36,18.031716217017003,34.498981111697255,0.019,3.9357052067594394,87,46.9,25.1,86.83545979732837,23
Europe,Poland,77.29,21.5,10.95,0.95,2,2.7992884051904565,4.646295521138552,3.9791753871912934,0.40634240902716123,19,-68.90841789169724,0.04,105,110.6,23.621285056509002,460.0957513604019,47.05682293846798,13.83,3532.94,11.6,9.73,41.43,75,0.49,0.091,2.4656291553359706,93,98,85.62998174843125,24.15,57.58,3.5,7.7,74,12,27.4,99.8,49.37494745726131
Europe,Portugal,80.89,23.8,12.91,0.97,9,1.658310836868492,2.9406093328191285,2.39105283455457,-0.3701032919657339,20,-104.84372844755063,0.1,19,75.56,45.266101041264946,328.19128422676437,81.02583879676051,11.35,967.92,11.9,7.44,50,82,0.18,0.15,1.03584592382236,95,98,73,49.4,131.3,9.56,8.51,93,7.9,27.5,99.9,85
Eastern Mediterranean,Qatar,76.41,18.99,6.29,0.58,9,3.8521400778210118,7.392996108949417,6.381322957198444,-0.7052978042475155,22,-16.06522566529158,0.2,36,61.76,16.964980544747082,48.91050583657587,3.006614785992218,6.07,29.37,1.6,9,28.57,68,0.34,0.008,1.7304711486314086,92,98,97,26.94,49.55,8.12,10.39,81.97821249158305,10.3,14.1,100,65.2400709736978
Western Pacific,Republic of Korea,82.2,24.82,13.13,0.87,11,1.269885021263191,2.776027720900929,2.3487950858402895,-0.19121907203764055,76,0.17,0.69,323,60.81,21.385257520869427,127.8252480705623,32.88903764372342,27.19,2232.8,9.1,9.79,47.14,86,0.3,1.81,1.7218026676342721,97,98,98,23.04,70.23,4.74,6.66,85.8788738765478,1.3,23.3,99.49022399062571,55.195368997110485
Europe,Republic of Moldova,71.13,17.76,12.12,5.37,20,11.89655172413793,16.133004926108374,13.817733990147783,0.28,101,-38.10278074649115,0.65,0,166.8,11.44088669950739,609.4088669950739,22.307881773399014,15.87,387.5,12.3,9.69,41.43,69,6.02,0.096,3.48,95,89,77,24.99867466338793,47.60978742702035,4.39950694646479,5.310687443794238,81,23.8,25.1,99.7,44.0060993225421
Europe,Romania,74.82,19.87,11.3,1.57,21,3.8932146829810903,8.448781474365456,6.977449691576499,0.04,74,-61.93779110496533,0.65,22,134.8,13.722317726767114,751.3499848316311,47.461826271614925,10.17,2381.26,11.6,10.33,48.57,74,1.93,0.36,2.805084663657326,76,89,84.65233423989638,22.57,60.92,8.07,9.29,77,36.5,26.8,95.3,48.13106741822233
Europe,Russian Federation,71.3,19.11,8.23,10.92,18,4.590004514986282,9.897544542076199,8.480533462994478,2.0952122195218035,63,-81.62224290600614,0.88,5,202.7,16.32410655367624,730.7032959399854,28.743097280589033,30.99,16714.55,11.9,14.41,41.43,75,4.36,0.1,4.432458469276384,97,97,35,42.82,49.43027998894623,4.710129735635899,5.421890707323136,99,21.5,28.7,98.91176884320403,31.8730394342185
Africa,Rwanda,67.69,17.88,8.88,4.63,260,54.84980701459976,121.87447558315154,92.78402416512839,0.58,62,585.5,1.74,5190529,198.3,16.62191642893103,84.50243329417688,18.895787883873133,5.66,294.26,8.3,30.29,45.71,57,1.88,19.35,6.65,90,98,98,1.23,10.59,1.9190218397350933,2.9518704404095875,67.2774118641219,41,13.9,74.73408562542454,86
Americas,Saint Lucia,75.01,21.69,8.52,19.5,117,15.730337078651685,26.404494382022474,23.59550561797753,0.7564696615423636,1.9,-16.957808343618748,0.39,26921,147.2,83.87640449438203,253.0337078651685,35.264044943820224,7.41,11.21,9.4,34.99,17.14,68,0.14,0.63,6.33,88,95,82.79624372652299,24.147966768932076,47.86073747937424,4.3367514015591215,5.386944913955338,77,32.1,24.879702413928705,92.04862367771514,51.07952976951704
Americas,Saint Vincent and the Grenadines,72.47,20.09,9.56,27.83,67,14.545454545454545,23.636363636363637,21.81818181818182,0.5077418867701823,6.3,-32.20517147115646,0.42,89,168.7,63.92727272727272,286.8181818181818,43.97272727272727,0.65,7.32,7,6.39,17.14,71,0.006,1.33,0.36,99,99,84.19806179714418,26.71129453914903,84.11,4.83138210597267,5.996015618912973,65,54.6,24.96057281447369,98.6,51.98454786350002
Western Pacific,Samoa,70.04,17.68,11.58,3.24,44,22.564102564102562,41.02564102564102,35.38461538461539,1.1910706292567004,7.7,19.219532375187317,1.05,61325,110.4,64.51282051282051,227.43589743589743,43.830769230769235,12.79,9.685,2.7,11.31,30,58,0.48,1.49,22.31,44,80,80.07772926812738,3.45,36.001640793623146,1.49,4.107402929800456,74.98535023399401,50.88132690708099,29.9,87.03007019811746,50.42981381210997
Africa,Sao Tome and Principe,69.6,17.57,8,6.82,130,50.5,109,84.5,0.4541195700697699,162,11.01,1.36,192537,190.6,11.81,111.85,32.4,1.45,5.399,7.3,27.06,28.57,55,0.69,11.36,24.88,76,96,96,10.905483971197437,24.458729984660483,2.048491142920793,2.9736312260185027,16,71.63950504425972,5.5,76.99545817946309,65.82492944355363
Eastern Mediterranean,Saudi Arabia,73.15,19.22,10.06,1.83,17,8.210434998141034,14.85004337588301,12.690544057504027,-0.44392801397813764,10,0.1,0.3,1354,89.13,20.557070268930474,177.91857727103732,14.939893419258892,6.34,998.19,0,28.7,35.71,74,0.9,0.092,2.264628509070297,96,98,98,23.78,56.71,4.38,7.86,97,36.31356645068131,16.6,91.06514360397667,64.31607177167994
Africa,Senegal,67.2,17.85,4.46,8.05,330,81.69608097586297,172.48248118349338,121.62600570983649,0.11,122,45.63,3.48,11635621,185.2,18.582922398131327,86.536465092136,15.474954580846093,6.26,370.23,0.6,24.07,55.71,45,2.17,23.87,5.36,57,93,93,0.77,3,0.081,0.11,63.82894919377584,77.5,9.5,58.6,72.3596096686013
Europe,Serbia,75.21,19.23,11.65,1.93,12,3.5827664399092973,5.804988662131519,5.034013605442176,0.02,19,-79.05999204712265,0.11,0,102.5,42.40362811791383,681.3832199546484,59.35374149659864,15.18,1080.27,8.8,7.36,51.43,65,0.33,0.74,0.1,90,92,84.20805276079503,31.13,60.86,5.558682453737293,8.11,40,15.4,41.2,99.83348838892036,44.17200568486265
Africa,Seychelles,73.2,19.53,9.5,13.78,54,15.957446808510637,25.53191489361702,22.340425531914892,0.3156669749507649,14,4.735553639138349,0.15,0,163.1,45.78723404255319,236.59574468085108,29.957446808510635,8.02,5.716,8.3,15.67,27.14,71,0.54,0.17,34.17,99,96,83.90570823621151,21.21,80.77,3.55,4.7,88,65.3,21.5,89.73792336625768,99
Africa,Sierra Leone,56.94,16.36,7.91,8.2,1120,113.93996755002705,413.6154678204435,297.796106003245,0.81,304,385.8,8.18,7651657,388.8,18.739859383450515,119.0373174689021,19.334775554353705,6.15,214.62,5,30.52,42.86,39,2.93,81.29,11.3,50,84,84,-14.072506286527279,7.47,0.072,0.11,47,131.62903842516585,21.1,52.39562978850884,74.19288757802792
Western Pacific,Singapore,82.81,25.06,13.4,0.41,8,0.8893632159373889,2.4368552116684454,1.9565990750622555,0.04,50,-61.34975666822436,0.47,13098,51.36,7.271433653504092,126.96549270722164,12.11490572749911,9.09,176.88,2.1,2.74,44.29,86,0.04,0.066,1.6232980122826612,88,97,78,22.94,61.68,3.89,5.09,99,2.7,16.6,99.6,0
Europe,Slovakia,77.01,20.95,13.29,1.27,6,3.141072740631888,6.39235855988244,5.23512123438648,0.03962146973819547,5.9,-70.94511355266364,0.56,8,104.1,17.367744305657606,384.7354886113152,24.669360764144013,12.33,459.15,11.2,6.31,45.71,77,0.56,0.045,1.9782068844867624,97,96,96,34.66,60.67,4.96,7.69,95,26.2,32.1,98.1,52.7066150808883
Europe,Slovenia,80.47,23.28,13.26,0.98,7,1.2993262752646777,2.4061597690086622,1.9249278152069298,0.20113539643107758,6.5,-80.45249126298253,1.04,9,72.04,14.634263715110684,379.9807507218479,34.927815206929736,19.05,176.06,12.7,6.46,40,79,0.4,0.021,2.0620060936647544,93,94,49,30.01,96.97,6.85,6.54,74,4.1,23,100.65005509076755,44
Western Pacific,Solomon Islands,64.74,15.27,7.53,4.17,108,31.21869782971619,73.12186978297161,62.77128547579299,1.9160789354467436,81,137.7,2.93,518106,145.6,55.30884808013356,270.9515859766277,46.510851419031724,15.06,28.83,1.6,16.79,31.43,47,1.85,6.18,26.32,71.86461943495485,94,87,1.94,22.723389803256133,0.47,1.2,70.7347400421201,63.72980419742909,38.1,82.46937205980464,46.408324848966465
Africa,South Africa,62.57,17.68,13.34,38.59,122,23.98286173346425,77.19003838257609,60.149959832187804,5.94,805,0.77,1.74,6784419,301.3,68.98152280639115,172.25743104525571,38.029099348388826,24.44,2720.28,9.5,25.81,45.71,69,1.85,13.67,1.55,69,85,82,7.68,13.32,1.1,2.72,71.45072061020969,60.995243859138405,32,96.7,61
Europe,Spain,82.33,24.71,15.09,0.63,4,1.6786053335634763,2.953741261758868,2.429446793820661,0.08,12,-99.02030305226924,0.19,700,55.79,20.56830931216018,255.05091913351168,87.69094675066886,7.84,3761.6,11.4,4.12,52.86,83,0.39,0.15,0.8843797205523258,95,97,90.20950859669581,38.11,56.85,7.66,12.04,95,7.2,28.8,103.75034071341908,78
South-East Asia,Sri Lanka,76.27,20.71,8.56,2.93,36,8.19790364458121,13.68400807769978,11.674199442254062,0.01,65,0,0.64,57572,131.4,65.3572458890278,169.0835657274738,81.10876045773631,14.76,1121.16,2.9,14.73,42.86,66,0.46,1.19,0.98,99,99,83.08537660105603,8.93,19.48,0.69,0.74,79,36.66303290081055,23.3,99.5,51.23451776515592
Eastern Mediterranean,Sudan,67.94,18.52,13.12,6.12,308,95.71237272290861,208.29985598423403,144.72573839662445,0.09,82,47.05,2.86,25572281,223.9,9.939614442002073,178.6528209403977,18.181358801384572,3.86,1215.97,3.6884868270384077,25.54,35.71,44,2.08,17.32,3.34,69,93,93,8.906291642854594,21.263678119585073,1.7192634220141982,2.65384757150222,66.75299990333494,76.95119940959756,15.639119497397655,74.49270870347304,69.2309977821442
Americas,Suriname,72.6,19.84,14.05,7.44,121,23.655913978494624,37.81362007168459,33.691756272401435,0.54,25,0.91,0.36,58237,180.5,55.69892473118279,219.89247311827958,18.9247311827957,24.44,28.88,6.3,14.34,30,71,0.28,2.01,1.09,58,77,81.43321725735267,11.31,19.54,3.8280658753276278,4.768053069744755,72,59.6,24.661903933181414,89.71431000346725,37
Europe,Sweden,81.75,24.02,18.4,1.03,4,1.8601341736125228,3.344175645456393,2.7241309209188858,-0.5959795252858966,8.2,-103.86819323840592,0.32,252,52.43,21.57958934742834,324.9339296605001,53.54746899776377,14.61,819.27,9.1,3.13,47.14,86,0.16,0.22,0.7636763590438247,95,98,97,42.69,117.6,8.22,7.74,93,4.4,30.8,104.41207548052108,73
Europe,Switzerland,82.61,24.84,10.61,0.57,5,3.0349916686503216,4.344203761009283,3.8324208521780525,0.05,7.9,-95.9705450015277,0.17,0,49.2,15.92477981432992,250.42846941204476,42.71601999523923,14.07,588.5,11.5,2.66,35.71,83,0.099,0.14,1.1781532597580573,87,96,80,42.47,173.3,5.03,7,92,2.9,25.4,103.161748339277,56
Eastern Mediterranean,Syrian Arab Republic,64.4,16.23,9.896463589468766,2.62,30,25.729788388497017,58.7194791101465,44.23223005968529,0.01,22,0,0.37,47406,301.1,10.933260987520347,189.19153553988065,13.559413998914813,1.62,606.1,0.3,27.51,32.86,60,0.37,3.67,0.71,52,42,82.55865128314358,12.87,15.41,7.18,10.66,72.0925018566129,60.405454360359734,18.246697569603302,81.48973396620943,65.18124417054773
Europe,Tajikistan,68.66,15.51,5.14,2.05,17,50.00572409845449,114.31024613623354,100.27475672581569,0.16,85,0,0.71,125863,123.3,19.71379507727533,269.5020034344591,19.954207212364054,4.29,365.84,0.9,18.2,34.29,68,0.36,2.7,3.07,97,96,83.1402397258116,19.18723223216414,40.408107227283686,3.5426486081257673,4.6561305074428,74.97182477550801,54.3,20.307161977681805,85.51445538449794,61.1916262158496
South-East Asia,Thailand,77.41,23.53,15.06,4.42,37,6.489602695167286,11.119017193308549,9.50133596654275,0.14,160,1.36,0.17,64109,147.4,41.61971421933085,148.27340845724908,31.836663568773233,8.5,3440.06,8.8,32.55,42.86,80,0.19,3.51,0.37,95,99,85.57448890261803,4.45,27.72,1.62,5.19,98,42.5,23.6,92.44241220246397,58.36793737112649
South-East Asia,Timor-Leste,68.87,18.02,3.12,4.81,152,59.41686367218282,135.85500394011032,116.70606776989756,0.11,498,0.11,0.87,1167125,149.8,17.15524034672971,137.35224586288416,29.04649330181245,3.6,35.81,0.5,13.2,40,52,0.4,9.91,12.12,30,79,78.62713425654971,10.581465402107396,21.80059322381973,1.8923520247915606,2.639622913508077,66,71.10670199076748,39.9,56.7,58.90290784064112
Africa,Togo,61.92,16.49,4.26,9.41,395,88.00946621088615,241.9011306863003,164.12043123849594,0.79,46,340.1,3.36,6328077,265.3,19.274257165395742,118.11727583486721,19.852747830660004,9.31,218.78,2.4,29.61,38.57,43,2.1,41.63,4.82,58.74112292178866,82,82,-0.3702490836820438,3.17,0.001537089625778254,0.6481931359869675,59.581096707367095,79,7.9,65.57595206662506,71.21445949448048
Western Pacific,Tonga,72.33,18.89,7.33,3.61,53,17.757009345794394,41.12149532710281,34.57943925233645,1.2584871260979287,9.1,12.615917520388566,2.35,37131,133,81.81308411214954,149.43925233644862,36.12149532710281,4.11,4.966,0.4,17.8,17.14,58,1.28,1.43,45.41,99,96,80.00078260728723,19.1149222458831,36.80485385986178,3.3632577470763234,4.184743206618667,75.47473127869499,30,30.4,87.79996591657829,49.13559326381289
Americas,Trinidad and Tobago,74.61,21.59,9.76,36.46,68,17.435897435897438,26.593406593406595,23.663003663003664,0.11,18,-40.788821742233296,0.43,19498,171.8,104.10256410256412,206.44688644688645,14.520146520146518,9.83,79.21,6.7,11.98,28.57,74,0.12,0.14,3.61904505012628,65,97,91,26.048503490429926,42.64,4.6245205353995225,5.01,73,32.52131422095577,27.077183964603257,100,6
Eastern Mediterranean,Tunisia,76.7,21.21,13.72,3.29,45,22.020520915548538,31.20231518021573,26.852582653687627,0.05,38,13.297516532879337,0.76,6087,91,20.40691046215908,280.47005174077,21.37156888538104,3.08,544.82,2,22.96,42.86,70,0.67,1.02,0.19,91,93,85.62075135451775,12.83,26.58,3.06,2.29,55,8.5,27.1,89.15162092626241,63.10236657082272
Europe,Turkey,77.79,21.48,9.65,4.89,18,9.959502968105443,20.025908039038132,17.245195693731763,-0.19936439775392478,18,0,0.32,1497,104,28.233474192574704,181.99139752490188,34.516802495220844,2.28,3611.09,1.9,9.43,38.57,74,0.45,0.3,0.36,85,98,98,18.14,25.73,3.34,3.49,80.7660486785743,22.9,29.8,92.576271030058,60.609039066224305
Africa,Uganda,64.47,17.36,5.14,13.13,381,82.76610104126495,197.4691477053606,141.83860393366757,2.02,201,283.1,3.16,23486474,287.9,12.671133821827999,58.132472040107984,11.80100269957578,4.74,752.71,13,30.36,48.57,45,1.89,31.56,6.31,62.792631410172625,93,77,3.6593187046936713,16.4,0.640397757567944,1.2248525872840665,63.05761657862609,87.97939865500621,10.9,74.2,30
Europe,Ukraine,72.2,18.93,8.97,6.98,20,5.553680325839915,9.491662728684263,8.062737685366457,0.3,87,-12.853813327824316,0.46,1,180.1,5.992484079299714,903.1188820630528,22.219221854677198,21.35,5687.44,10.1,13.62,38.57,68,2.3,0.27,1.46,31,19,79.9917318680713,21.515506458589893,40.58625253821738,3.7559386469452876,4.561461536838375,77.50516117790146,23.2,26.6,90.8427790414893,44.85309074178717
Eastern Mediterranean,United Arab Emirates,75.31,19.41,7.89,0.82,3,4.53074433656958,8.457389428263214,7.249190938511327,-0.7020357629701737,0.79,0,0.08,40,73.95,15.210355987055015,70.78748651564186,14.433656957928802,5.95,139.26,3.8,17.93,45.71,76,0.35,0.029,1.736227708037604,98,99,99,23.71,55.31,5.52,7.34,91,7.9,18.5,93.37158584346298,65.22147090680298
Europe,United Kingdom of Great Britain and Northern Ireland,80.65,23.52,19.1,1.45,7,3.2741035735457293,5.291158096338293,4.531152624298895,-0.7686744570821289,9.8,-80.83638886763747,0.22,472,66.68,10.88175834866011,242.72294760522274,77.18463572937725,8.48,5467.96,11.2,3.05,45.71,87,0.32,0.2,0.8359183482311385,89,94,92,55.1,82.75,5.26,8.53,88,13.7,20.6,101.66467664792754,83
Africa,United Republic of Tanzania,65.36,17.83,9.52,8.11,539,77.43467933491686,194.34247462751026,140.20909810696034,1.91,287,130.1,1.69,26823106,260.7,11.997048873533434,65.72554523860937,8.578060893975383,4.24,1019.56,11.8,30.64,40,43,2.16,38.4,4.66,63,92,89,2.97489747950031,8.11178134951102,0.5661210313855385,1.2208948471444678,62.351889619933395,138.9,14.1,69.56926032950562,66.51180301466802
Americas,United States of America,78.56,23.11,22.45,6.21,19,4.633745111428394,8.151343969209758,6.96629213483146,0.12,3.1,-96.38317896135578,0.04,1158,114.1,25.046557824818425,254.83301260165123,74.58315227512571,15.15,24166.2,9.8,12.86,47.14,84,0.51,0.23,1.7809351947943592,94,95,93,35.38676677351249,70.79109900258996,6.426170124652417,7.839759673450052,96,20.1,25.7,99.1,36
Americas,Uruguay,77.03,21.78,20.28,7.99,18,6.707317073170732,11.759581881533101,10.133565621370499,0.19769626293523612,30,-87.41601141917879,0.35,1340,113.9,28.919860627177698,284.6109175377468,88.29849012775843,21.12,292.61,7,13.43,50,80,0.53,0.36,0.05,92,95,94,39.56,68.28853435665481,12.19,7.572736215996031,82,50.3,23.2,100,45
Europe,Uzbekistan,71.45,17.76,9.11,1.96,29,26.918306992717906,46.78983686838172,41.841829109295006,0.15,76,0,0.6,405951,130.7,21.77632206569784,311.52097179381184,9.771997328839,9.14,1444.53,2.5,11.5,35.71,73,0.91,0.44,1.79,99,99,99,25.02047944483084,52.099953100855885,4.617047203445157,5.901569294107005,79.50095264289175,20.9,12.6,100,59.52719723998654
